date,tournament,status,home_team,away_team,home_score,away_score,odds_1,odds_x,odds_2
25 Jul 2020,Superettan 2020,Finished,Vasteras SK,Norrby,1,2,2.13,3.41,3.92
25 Jul 2020,Superettan 2020,Finished,Oster,Sundsvall,1,1,2.55,3.02,3.34
25 Jul 2020,Superettan 2020,Finished,Umea FC,Ljungskile,3,1,2.54,3.34,3.33
24 Jul 2020,Superettan 2020,Finished,AFC Eskilstuna,GAIS,2,0,2.80,3.30,2.68
24 Jul 2020,Superettan 2020,Finished,Orgryte,Degerfors,1,1,4.33,3.70,1.87
20 Jul 2020,Superettan 2020,Finished,Akropolis,Vasteras SK,2,0,3.59,3.20,2.17
19 Jul 2020,Superettan 2020,Finished,Halmstad,AFC Eskilstuna,2,1,1.26,6.40,13.00
19 Jul 2020,Superettan 2020,Finished,Brage,Orgryte,3,2,2.15,3.54,3.34
18 Jul 2020,Superettan 2020,Finished,Degerfors,Trelleborg,1,0,1.64,4.27,6.46
18 Jul 2020,Superettan 2020,Finished,GAIS,Umea FC,1,1,2.50,3.34,3.04
18 Jul 2020,Superettan 2020,Finished,Oster,Jonkoping,1,3,2.49,3.32,3.10
18 Jul 2020,Superettan 2020,Finished,Sundsvall,Norrby,0,0,1.62,4.60,5.75
18 Jul 2020,Superettan 2020,Finished,Ljungskile,Dalkurd,2,2,2.74,3.44,2.70
13 Jul 2020,Superettan 2020,Finished,Norrby,Akropolis,1,1,2.09,3.66,3.50
13 Jul 2020,Superettan 2020,Finished,Dalkurd,Oster,1,1,2.90,3.40,2.59
13 Jul 2020,Superettan 2020,Finished,Trelleborg,GAIS,2,0,2.10,3.40,4.00
12 Jul 2020,Superettan 2020,Finished,AFC Eskilstuna,Brage,1,2,4.00,3.92,1.88
12 Jul 2020,Superettan 2020,Finished,Vasteras SK,Ljungskile,2,1,1.79,3.95,4.68
12 Jul 2020,Superettan 2020,Finished,Umea FC,Halmstad,0,1,5.50,3.86,1.69
11 Jul 2020,Superettan 2020,Finished,Jonkoping,Degerfors,0,1,3.00,3.50,2.54
11 Jul 2020,Superettan 2020,Finished,Orgryte,Sundsvall,0,2,2.70,3.46,2.64
08 Jul 2020,Superettan 2020,Finished,Ljungskile,Brage,1,3,2.80,3.54,2.50
08 Jul 2020,Superettan 2020,Finished,GAIS,Dalkurd,2,1,3.40,3.38,2.48
08 Jul 2020,Superettan 2020,Finished,Halmstad,Norrby,3,0,1.66,3.96,5.75
08 Jul 2020,Superettan 2020,Finished,Oster,Orgryte,2,0,2.39,3.30,3.50
08 Jul 2020,Superettan 2020,Finished,Sundsvall,Vasteras SK,3,1,3.10,3.34,2.55
07 Jul 2020,Superettan 2020,Finished,AFC Eskilstuna,Jonkoping,3,2,6.00,4.24,1.58
07 Jul 2020,Superettan 2020,Finished,Akropolis,Trelleborg,2,2,2.37,3.30,3.20
07 Jul 2020,Superettan 2020,Finished,Degerfors,Umea FC,1,0,1.62,4.14,6.00
05 Jul 2020,Superettan 2020,Finished,Vasteras SK,GAIS,2,2,1.60,4.10,6.15
04 Jul 2020,Superettan 2020,Finished,Orgryte,AFC Eskilstuna,2,1,1.75,4.00,4.71
04 Jul 2020,Superettan 2020,Finished,Brage,Halmstad,0,0,4.91,4.00,1.70
04 Jul 2020,Superettan 2020,Finished,Norrby,Ljungskile,2,2,2.13,3.80,3.35
04 Jul 2020,Superettan 2020,Finished,Dalkurd,Degerfors,1,2,2.61,3.62,2.60
04 Jul 2020,Superettan 2020,Finished,Umea FC,Oster,0,0,2.87,3.54,2.72
03 Jul 2020,Superettan 2020,Finished,Jonkoping,Akropolis,3,1,1.85,3.82,4.90
03 Jul 2020,Superettan 2020,Finished,Trelleborg,Sundsvall,1,1,2.75,3.28,2.65
28 Jun 2020,Superettan 2020,Finished,Ljungskile,Trelleborg,2,0,2.32,3.40,3.20
28 Jun 2020,Superettan 2020,Finished,GAIS,Brage,0,1,2.55,3.40,3.00
28 Jun 2020,Superettan 2020,Finished,Degerfors,Norrby,0,1,1.80,4.04,4.47
27 Jun 2020,Superettan 2020,Finished,Sundsvall,Dalkurd,1,1,2.34,3.50,2.90
27 Jun 2020,Superettan 2020,Finished,Halmstad,Jonkoping,3,0,2.17,3.40,3.75
27 Jun 2020,Superettan 2020,Finished,Oster,Vasteras SK,0,0,2.90,3.34,2.48
27 Jun 2020,Superettan 2020,Finished,Akropolis,Orgryte,2,0,2.60,3.28,2.90
27 Jun 2020,Superettan 2020,Finished,AFC Eskilstuna,Umea FC,1,3,4.60,3.65,1.82
23 Jun 2020,Superettan 2020,Finished,Dalkurd,AFC Eskilstuna,5,0,,,
23 Jun 2020,Superettan 2020,Finished,Orgryte,Halmstad,0,3,3.10,3.26,2.34
23 Jun 2020,Superettan 2020,Finished,Jonkoping,Ljungskile,2,1,1.80,3.84,4.75
23 Jun 2020,Superettan 2020,Finished,Trelleborg,Oster,0,1,2.54,3.38,2.91
22 Jun 2020,Superettan 2020,Finished,Brage,Sundsvall,1,2,3.00,3.47,2.37
21 Jun 2020,Superettan 2020,Finished,Vasteras SK,Degerfors,2,2,2.50,3.63,2.73
21 Jun 2020,Superettan 2020,Finished,Umea FC,Akropolis,1,1,2.45,3.50,2.85
21 Jun 2020,Superettan 2020,Finished,Norrby,GAIS,3,0,2.56,3.52,2.68
17 Jun 2020,Superettan 2020,Finished,Degerfors,Brage,4,1,2.14,3.54,3.42
17 Jun 2020,Superettan 2020,Finished,Ljungskile,Orgryte,2,3,2.73,3.28,2.78
17 Jun 2020,Superettan 2020,Finished,Oster,Norrby,2,1,2.16,3.57,3.57
16 Jun 2020,Superettan 2020,Finished,AFC Eskilstuna,Vasteras SK,0,1,3.58,3.46,2.11
16 Jun 2020,Superettan 2020,Finished,Akropolis,Dalkurd,0,0,2.40,3.48,3.15
16 Jun 2020,Superettan 2020,Finished,GAIS,Jonkoping,1,0,3.23,3.27,2.40
16 Jun 2020,Superettan 2020,Finished,Halmstad,Trelleborg,0,1,1.67,4.14,5.25
16 Jun 2020,Superettan 2020,Finished,Sundsvall,Umea FC,3,1,2.05,3.54,3.70
10 Nov 2019 - Relegation,Superettan 2019,Finished,Frej,Umea FC,2,2,1.83,4.00,4.00
10 Nov 2019 - Relegation,Superettan 2019,Finished,Oster,Landskrona,1,0,1.86,3.68,4.75
08 Nov 2019 - Relegation,Superettan 2019,Finished,Umea FC,Frej,1,1,2.96,3.72,2.50
08 Nov 2019 - Relegation,Superettan 2019,Finished,Landskrona,Oster,1,1,3.23,3.45,2.50
03 Nov 2019,Superettan 2019,Finished,Brage,Vasteras SK,2,1,1.32,5.53,9.50
03 Nov 2019,Superettan 2019,Finished,Jonkoping,Brommapojkarna,2,2,1.64,4.70,5.50
03 Nov 2019,Superettan 2019,Finished,Dalkurd,Degerfors,1,3,2.66,3.76,2.74
03 Nov 2019,Superettan 2019,Finished,Oster,Frej,4,0,1.73,4.22,5.46
03 Nov 2019,Superettan 2019,Finished,GAIS,Trelleborg,0,0,2.22,3.35,3.72
03 Nov 2019,Superettan 2019,Finished,Syrianska,Halmstad,0,2,4.00,4.20,1.93
03 Nov 2019,Superettan 2019,Finished,Varberg,Mjallby,1,1,1.86,3.45,6.50
03 Nov 2019,Superettan 2019,Finished,Norrby,Orgryte,4,4,3.25,3.66,2.28
29 Oct 2019,Superettan 2019,Finished,Orgryte,Dalkurd,0,0,1.79,4.33,4.75
29 Oct 2019,Superettan 2019,Finished,Mjallby,Syrianska,2,0,1.25,6.50,12.00
27 Oct 2019,Superettan 2019,Finished,Brommapojkarna,Varberg,1,1,3.48,3.68,2.09
27 Oct 2019,Superettan 2019,Finished,Halmstad,Brage,3,2,2.58,3.54,2.75
26 Oct 2019,Superettan 2019,Finished,Degerfors,Oster,2,0,2.98,3.64,2.56
26 Oct 2019,Superettan 2019,Finished,Vasteras SK,GAIS,4,1,3.28,2.27,4.16
26 Oct 2019,Superettan 2019,Finished,Trelleborg,Jonkoping,2,3,3.40,3.60,2.12
25 Oct 2019,Superettan 2019,Finished,Frej,Norrby,1,0,2.01,3.96,3.99
22 Oct 2019,Superettan 2019,Finished,Orgryte,Degerfors,1,1,1.87,4.00,3.84
21 Oct 2019,Superettan 2019,Finished,Oster,Syrianska,4,0,1.47,4.70,6.45
20 Oct 2019,Superettan 2019,Finished,Norrby,Trelleborg,4,0,3.30,3.74,2.10
20 Oct 2019,Superettan 2019,Finished,Brage,Jonkoping,3,1,2.87,3.40,2.61
19 Oct 2019,Superettan 2019,Finished,Brommapojkarna,Dalkurd,2,1,2.24,3.70,3.40
19 Oct 2019,Superettan 2019,Finished,Vasteras SK,Mjallby,2,2,3.62,3.64,2.07
19 Oct 2019,Superettan 2019,,,,-1,-1,,,
19 Oct 2019,Superettan 2019,Finished,GAIS,Varberg,0,1,4.14,3.60,1.95
18 Oct 2019,Superettan 2019,Finished,Frej,Halmstad,0,3,2.80,3.68,2.42
06 Oct 2019,Superettan 2019,Finished,Trelleborg,Brage,2,2,3.10,3.54,2.33
06 Oct 2019,Superettan 2019,Finished,Jonkoping,GAIS,1,2,1.63,4.00,6.00
06 Oct 2019,Superettan 2019,Finished,Dalkurd,Frej,1,1,1.90,3.86,3.82
06 Oct 2019,Superettan 2019,Finished,Halmstad,Norrby,3,0,1.46,4.55,8.00
06 Oct 2019,Superettan 2019,Finished,Syrianska,Orgryte,1,0,5.50,4.20,1.57
05 Oct 2019,Superettan 2019,Finished,Degerfors,Brommapojkarna,2,1,1.82,3.96,4.75
05 Oct 2019,Superettan 2019,Finished,Mjallby,Oster,3,2,2.09,3.48,3.60
05 Oct 2019,Superettan 2019,Finished,Varberg,Vasteras SK,4,0,1.55,4.44,7.00
01 Oct 2019,Superettan 2019,Finished,Norrby,GAIS,0,1,2.90,3.40,2.70
01 Oct 2019,Superettan 2019,Finished,Jonkoping,Mjallby,0,0,1.99,3.50,3.92
30 Sep 2019,Superettan 2019,Finished,Frej,Brage,2,3,3.18,3.60,2.17
30 Sep 2019,Superettan 2019,Finished,Degerfors,Syrianska,2,0,1.26,6.10,11.00
29 Sep 2019,Superettan 2019,Finished,Vasteras SK,Oster,1,2,2.70,3.40,2.70
29 Sep 2019,Superettan 2019,Finished,Dalkurd,Trelleborg,3,2,2.02,3.75,3.75
29 Sep 2019,Superettan 2019,Finished,Halmstad,Varberg,3,2,2.35,3.40,3.25
28 Sep 2019,Superettan 2019,Finished,Orgryte,Brommapojkarna,3,2,1.67,4.10,5.50
26 Sep 2019,Superettan 2019,Finished,Brage,Degerfors,1,2,1.73,4.00,4.33
25 Sep 2019,Superettan 2019,Finished,Brommapojkarna,Frej,0,3,2.14,3.60,3.36
25 Sep 2019,Superettan 2019,Finished,Oster,Halmstad,1,0,3.02,3.60,2.40
25 Sep 2019,Superettan 2019,Finished,Trelleborg,Mjallby,0,3,3.13,3.60,2.23
25 Sep 2019,Superettan 2019,Finished,Syrianska,Dalkurd,1,2,3.66,4.04,1.95
25 Sep 2019,Superettan 2019,Finished,Norrby,Vasteras SK,1,0,2.44,3.88,2.70
24 Sep 2019,Superettan 2019,Finished,GAIS,Orgryte,0,0,4.44,3.50,1.85
24 Sep 2019,Superettan 2019,Finished,Varberg,Jonkoping,0,0,2.38,3.42,3.10
22 Sep 2019,Superettan 2019,Finished,Halmstad,Trelleborg,3,0,1.47,4.75,7.70
22 Sep 2019,Superettan 2019,Finished,Mjallby,Brommapojkarna,0,2,1.80,3.90,4.45
22 Sep 2019,Superettan 2019,Finished,Vasteras SK,Degerfors,1,0,2.55,3.70,2.80
21 Sep 2019,Superettan 2019,Finished,Dalkurd,Oster,2,1,2.90,3.40,2.61
21 Sep 2019,Superettan 2019,Finished,Jonkoping,Norrby,0,2,1.47,4.28,8.00
21 Sep 2019,Superettan 2019,Finished,Varberg,Syrianska,5,0,1.29,5.85,10.00
20 Sep 2019,Superettan 2019,Finished,Orgryte,Brage,3,2,2.07,3.58,3.80
20 Sep 2019,Superettan 2019,Finished,Frej,GAIS,1,0,2.11,3.55,3.40
17 Sep 2019,Superettan 2019,Finished,Degerfors,Mjallby,2,1,2.55,3.56,2.62
16 Sep 2019,Superettan 2019,Finished,Vasteras SK,Brommapojkarna,1,2,2.13,3.54,3.75
15 Sep 2019,Superettan 2019,Finished,Norrby,Varberg,1,1,3.50,3.60,2.11
15 Sep 2019,Superettan 2019,Finished,Brage,Dalkurd,3,1,1.95,3.70,3.88
14 Sep 2019,Superettan 2019,Finished,Syrianska,Frej,0,3,2.50,3.66,2.70
14 Sep 2019,Superettan 2019,Finished,Oster,Jonkoping,0,2,3.01,3.40,2.40
14 Sep 2019,Superettan 2019,Finished,Orgryte,Trelleborg,0,1,1.74,3.84,5.25
13 Sep 2019,Superettan 2019,Finished,GAIS,Halmstad,1,1,4.05,3.60,1.99
01 Sep 2019,Superettan 2019,Finished,Dalkurd,Norrby,3,1,2.20,3.62,3.20
01 Sep 2019,Superettan 2019,Finished,Trelleborg,Vasteras SK,2,1,2.41,3.40,3.01
01 Sep 2019,Superettan 2019,Finished,Brommapojkarna,Syrianska,1,1,2.00,3.84,4.00
01 Sep 2019,Superettan 2019,Finished,Jonkoping,Orgryte,5,2,2.12,3.22,3.80
31 Aug 2019,Superettan 2019,Finished,Varberg,Oster,0,0,2.08,3.58,3.60
31 Aug 2019,Superettan 2019,Finished,Mjallby,Frej,2,1,1.51,4.48,7.00
31 Aug 2019,Superettan 2019,Finished,Degerfors,Halmstad,2,1,3.20,3.52,2.35
30 Aug 2019,Superettan 2019,Finished,Brage,GAIS,1,1,1.71,3.84,5.25
27 Aug 2019,Superettan 2019,Finished,Halmstad,Jonkoping,1,2,2.33,3.30,3.20
26 Aug 2019,Superettan 2019,Finished,Norrby,Brage,1,3,2.93,3.50,2.41
26 Aug 2019,Superettan 2019,Finished,Trelleborg,Varberg,0,1,3.40,3.58,2.13
25 Aug 2019,Superettan 2019,Finished,GAIS,Brommapojkarna,2,0,2.45,3.34,3.04
25 Aug 2019,Superettan 2019,Finished,Mjallby,Dalkurd,3,2,1.85,3.74,4.75
25 Aug 2019,Superettan 2019,Finished,Oster,Orgryte,1,3,2.59,3.40,2.80
25 Aug 2019,Superettan 2019,Finished,Frej,Degerfors,2,3,2.87,3.80,2.30
24 Aug 2019,Superettan 2019,Finished,Syrianska,Vasteras SK,1,2,2.62,3.60,2.62
19 Aug 2019,Superettan 2019,Finished,Varberg,Brage,0,0,2.05,3.75,3.40
18 Aug 2019,Superettan 2019,Finished,Brommapojkarna,Oster,1,1,2.84,3.40,2.55
18 Aug 2019,Superettan 2019,Finished,Dalkurd,GAIS,3,0,2.08,3.50,3.70
17 Aug 2019,Superettan 2019,Finished,Degerfors,Trelleborg,2,2,1.98,3.62,4.00
17 Aug 2019,Superettan 2019,Finished,Orgryte,Mjallby,1,1,2.21,3.60,3.46
17 Aug 2019,Superettan 2019,Finished,Syrianska,Norrby,4,4,2.98,3.60,2.31
17 Aug 2019,Superettan 2019,Finished,Vasteras SK,Halmstad,2,3,3.60,3.60,2.09
16 Aug 2019,Superettan 2019,Finished,Frej,Jonkoping,1,3,4.33,3.85,1.90
12 Aug 2019,Superettan 2019,Finished,Jonkoping,Syrianska,3,1,1.54,4.20,6.00
11 Aug 2019,Superettan 2019,Finished,GAIS,Mjallby,1,2,3.30,3.30,2.27
11 Aug 2019,Superettan 2019,Finished,Vasteras SK,Orgryte,2,0,3.62,3.60,2.05
11 Aug 2019,Superettan 2019,Finished,Brage,Oster,5,1,2.30,3.42,3.20
11 Aug 2019,Superettan 2019,Finished,Trelleborg,Brommapojkarna,1,1,2.16,3.50,3.40
10 Aug 2019,Superettan 2019,Finished,Norrby,Degerfors,1,0,2.55,3.48,2.73
10 Aug 2019,Superettan 2019,Finished,Halmstad,Dalkurd,2,0,1.80,3.74,4.60
09 Aug 2019,Superettan 2019,Finished,Varberg,Frej,2,2,1.50,4.55,6.00
06 Aug 2019,Superettan 2019,Finished,Orgryte,Halmstad,3,1,2.39,3.40,3.14
04 Aug 2019,Superettan 2019,Finished,Oster,GAIS,2,1,1.74,3.75,5.30
04 Aug 2019,Superettan 2019,Finished,Frej,Vasteras SK,1,1,2.65,3.74,2.62
04 Aug 2019,Superettan 2019,Finished,Syrianska,Trelleborg,2,2,2.47,3.52,2.79
03 Aug 2019,Superettan 2019,Finished,Brommapojkarna,Brage,1,2,2.80,3.64,2.45
03 Aug 2019,Superettan 2019,Finished,Dalkurd,Jonkoping,0,2,2.75,3.40,2.61
03 Aug 2019,Superettan 2019,Finished,Degerfors,Varberg,3,1,3.30,3.52,2.26
01 Aug 2019,Superettan 2019,Finished,Mjallby,Norrby,1,1,1.93,3.62,4.00
31 Jul 2019,Superettan 2019,Finished,Syrianska,Oster,1,1,4.00,3.80,1.96
28 Jul 2019,Superettan 2019,Finished,Varberg,Orgryte,1,2,2.35,3.40,3.17
28 Jul 2019,Superettan 2019,Finished,Vasteras SK,Dalkurd,1,1,2.81,3.62,2.41
27 Jul 2019,Superettan 2019,Finished,Jonkoping,Degerfors,1,1,1.96,3.52,4.20
27 Jul 2019,Superettan 2019,Finished,Brage,Mjallby,1,2,2.20,3.60,3.20
27 Jul 2019,Superettan 2019,Finished,Trelleborg,Frej,1,0,2.21,3.72,3.20
27 Jul 2019,Superettan 2019,Finished,GAIS,Syrianska,0,1,2.11,3.42,3.56
27 Jul 2019,Superettan 2019,Finished,Norrby,Oster,3,1,3.35,3.60,2.32
25 Jul 2019,Superettan 2019,Finished,Halmstad,Brommapojkarna,2,2,1.53,4.14,6.00
24 Jul 2019,Superettan 2019,Finished,GAIS,Norrby,1,0,2.23,3.40,3.26
23 Jul 2019,Superettan 2019,Finished,Jonkoping,Vasteras SK,2,1,1.58,4.08,6.50
21 Jul 2019,Superettan 2019,Finished,Oster,Trelleborg,0,2,1.65,4.00,5.75
21 Jul 2019,Superettan 2019,Finished,Mjallby,Halmstad,2,0,3.50,3.42,2.17
20 Jul 2019,Superettan 2019,Finished,Frej,Orgryte,1,1,4.50,3.90,1.82
20 Jul 2019,Superettan 2019,Finished,Syrianska,Brage,0,2,3.48,3.64,2.06
20 Jul 2019,Superettan 2019,Finished,Brommapojkarna,Norrby,3,1,2.40,3.50,2.96
20 Jul 2019,Superettan 2019,Finished,Dalkurd,Varberg,1,0,3.06,3.60,2.33
20 Jul 2019,Superettan 2019,Finished,Degerfors,GAIS,0,1,1.91,3.42,4.75
16 Jul 2019,Superettan 2019,Finished,Vasteras SK,Jonkoping,2,2,3.40,3.30,2.27
14 Jul 2019,Superettan 2019,Finished,Norrby,Halmstad,0,1,4.20,3.56,1.88
14 Jul 2019,Superettan 2019,Finished,GAIS,Dalkurd,1,5,2.23,3.40,3.36
13 Jul 2019,Superettan 2019,Finished,Brage,Brommapojkarna,3,1,2.06,3.60,3.80
13 Jul 2019,Superettan 2019,Finished,Frej,Mjallby,1,2,3.12,3.54,2.24
13 Jul 2019,Superettan 2019,Finished,Orgryte,Oster,2,0,2.26,3.34,3.62
13 Jul 2019,Superettan 2019,Finished,Trelleborg,Syrianska,1,2,2.05,3.72,3.58
10 Jul 2019,Superettan 2019,Finished,Varberg,Degerfors,1,0,1.82,3.92,4.00
25 Jun 2019,Superettan 2019,Finished,Dalkurd,Vasteras SK,1,6,1.84,3.60,4.75
24 Jun 2019,Superettan 2019,Finished,GAIS,Degerfors,0,3,2.70,3.25,2.69
24 Jun 2019,Superettan 2019,Finished,Norrby,Syrianska,3,2,2.05,3.60,3.52
24 Jun 2019,Superettan 2019,Finished,Oster,Varberg,1,1,2.35,3.40,3.00
23 Jun 2019,Superettan 2019,Finished,Brommapojkarna,Orgryte,0,0,3.25,3.40,2.26
23 Jun 2019,Superettan 2019,Finished,Halmstad,Frej,4,1,1.44,4.74,8.50
23 Jun 2019,Superettan 2019,Finished,Mjallby,Brage,1,2,1.90,3.74,4.00
23 Jun 2019,Superettan 2019,Finished,Jonkoping,Trelleborg,2,0,1.63,3.92,6.50
19 Jun 2019,Superettan 2019,Finished,Jonkoping,Varberg,3,1,2.78,3.30,2.75
17 Jun 2019,Superettan 2019,Finished,Orgryte,GAIS,1,0,2.17,3.25,3.44
16 Jun 2019,Superettan 2019,Finished,Halmstad,Mjallby,2,0,2.16,3.30,3.60
15 Jun 2019,Superettan 2019,Finished,Degerfors,Vasteras SK,3,2,1.66,4.18,5.50
15 Jun 2019,Superettan 2019,Finished,Brage,Trelleborg,2,0,1.95,3.75,3.78
15 Jun 2019,Superettan 2019,Finished,Oster,Brommapojkarna,2,2,1.91,3.50,4.44
15 Jun 2019,Superettan 2019,Finished,Frej,Dalkurd,1,3,2.70,3.56,2.55
15 Jun 2019,Superettan 2019,Finished,Varberg,Norrby,3,2,1.79,3.78,5.00
14 Jun 2019,Superettan 2019,Finished,Syrianska,Jonkoping,2,1,3.50,3.40,2.10
11 Jun 2019,Superettan 2019,Finished,Brage,Orgryte,0,1,2.91,3.50,2.52
09 Jun 2019,Superettan 2019,Finished,Dalkurd,Halmstad,1,0,3.60,3.18,2.21
08 Jun 2019,Superettan 2019,Finished,Brommapojkarna,Mjallby,1,1,2.36,3.40,3.00
08 Jun 2019,Superettan 2019,Finished,Trelleborg,Degerfors,0,0,2.83,3.40,2.60
08 Jun 2019,Superettan 2019,Finished,Vasteras SK,Frej,2,0,2.60,3.48,2.80
04 Jun 2019,Superettan 2019,Finished,Orgryte,Syrianska,2,0,1.61,3.90,5.80
03 Jun 2019,Superettan 2019,Finished,Oster,Brage,2,2,1.86,3.40,4.75
02 Jun 2019,Superettan 2019,Finished,Brommapojkarna,Trelleborg,2,3,1.92,3.75,4.00
02 Jun 2019,Superettan 2019,Finished,Varberg,GAIS,2,1,1.61,3.95,5.60
01 Jun 2019,Superettan 2019,Finished,Norrby,Dalkurd,0,0,2.22,3.60,3.20
01 Jun 2019,Superettan 2019,Finished,Degerfors,Frej,2,3,1.60,4.38,5.75
01 Jun 2019,Superettan 2019,Finished,Halmstad,Vasteras SK,0,0,1.51,4.33,7.00
01 Jun 2019,Superettan 2019,Finished,Mjallby,Jonkoping,1,0,3.04,3.40,2.38
28 May 2019,Superettan 2019,Finished,Dalkurd,Orgryte,3,2,2.70,3.20,2.70
27 May 2019,Superettan 2019,Finished,Vasteras SK,Norrby,1,3,2.72,3.30,2.62
26 May 2019,Superettan 2019,Finished,Trelleborg,Oster,1,1,3.03,3.24,2.44
26 May 2019,Superettan 2019,Finished,Mjallby,GAIS,2,0,2.60,3.28,2.87
25 May 2019,Superettan 2019,Finished,Jonkoping,Brage,2,0,1.84,3.60,4.75
25 May 2019,Superettan 2019,Finished,Syrianska,Brommapojkarna,1,0,2.88,3.60,2.38
25 May 2019,Superettan 2019,Finished,Halmstad,Degerfors,3,0,1.89,3.54,4.50
25 May 2019,Superettan 2019,Finished,Frej,Varberg,1,1,5.25,4.00,1.74
21 May 2019,Superettan 2019,Finished,Degerfors,Dalkurd,1,2,1.99,3.75,3.80
21 May 2019,Superettan 2019,Finished,GAIS,Vasteras SK,1,1,1.83,3.52,4.50
20 May 2019,Superettan 2019,Finished,Brage,Syrianska,1,0,1.71,3.92,4.75
20 May 2019,Superettan 2019,Finished,Brommapojkarna,Jonkoping,0,2,2.66,3.38,2.75
19 May 2019,Superettan 2019,Finished,Oster,Mjallby,0,1,1.83,3.50,4.68
19 May 2019,Superettan 2019,Finished,Norrby,Frej,3,0,2.22,3.66,3.10
19 May 2019,Superettan 2019,Finished,Trelleborg,Orgryte,2,1,3.42,3.40,2.19
18 May 2019,Superettan 2019,Finished,Varberg,Halmstad,1,0,2.24,3.60,3.60
16 May 2019,Superettan 2019,Finished,Dalkurd,Brage,1,3,2.65,3.30,2.72
16 May 2019,Superettan 2019,Finished,Degerfors,Norrby,0,0,1.70,3.70,5.10
16 May 2019,Superettan 2019,Finished,Jonkoping,Oster,2,0,2.57,3.06,3.25
16 May 2019,Superettan 2019,Finished,Vasteras SK,Syrianska,0,0,2.16,3.64,3.50
15 May 2019,Superettan 2019,Finished,Frej,Brommapojkarna,1,1,2.87,3.52,2.48
15 May 2019,Superettan 2019,Finished,Mjallby,Trelleborg,2,1,2.04,3.52,3.76
15 May 2019,Superettan 2019,Finished,Orgryte,Varberg,1,1,2.41,3.40,3.02
14 May 2019,Superettan 2019,Finished,Halmstad,GAIS,1,2,2.00,3.40,4.00
12 May 2019,Superettan 2019,Finished,Brage,Norrby,0,0,1.98,3.74,4.00
12 May 2019,Superettan 2019,Finished,Syrianska,Mjallby,1,2,2.72,3.58,2.50
12 May 2019,Superettan 2019,Finished,Oster,Vasteras SK,0,0,1.65,3.92,6.50
11 May 2019,Superettan 2019,Finished,Orgryte,Jonkoping,1,1,2.23,3.38,3.50
11 May 2019,Superettan 2019,Finished,Brommapojkarna,Degerfors,2,3,2.36,3.60,3.07
11 May 2019,Superettan 2019,Finished,Varberg,Dalkurd,2,0,1.63,4.00,5.25
11 May 2019,Superettan 2019,Finished,Trelleborg,Halmstad,0,1,3.40,3.52,2.22
10 May 2019,Superettan 2019,Finished,GAIS,Frej,0,1,1.81,4.00,4.50
07 May 2019,Superettan 2019,Finished,Degerfors,Brage,1,0,2.23,3.40,3.40
06 May 2019,Superettan 2019,Finished,Dalkurd,Syrianska,4,1,1.98,3.75,3.80
06 May 2019,Superettan 2019,Finished,Frej,Trelleborg,3,3,2.44,3.64,2.87
05 May 2019,Superettan 2019,Finished,Halmstad,Oster,0,1,2.39,3.40,3.20
05 May 2019,Superettan 2019,Finished,GAIS,Jonkoping,1,0,2.61,3.34,2.75
04 May 2019,Superettan 2019,Finished,Mjallby,Orgryte,2,1,3.05,3.56,2.30
04 May 2019,Superettan 2019,Finished,Vasteras SK,Varberg,1,2,3.75,3.60,2.25
03 May 2019,Superettan 2019,Finished,Norrby,Brommapojkarna,2,0,2.90,3.56,2.51
29 Apr 2019,Superettan 2019,Finished,Oster,Norrby,0,1,1.64,4.00,6.00
28 Apr 2019,Superettan 2019,Finished,Syrianska,GAIS,0,0,3.00,3.74,2.38
28 Apr 2019,Superettan 2019,Finished,Brage,Varberg,1,2,2.51,3.38,3.00
28 Apr 2019,Superettan 2019,Finished,Trelleborg,Dalkurd,2,0,2.45,3.28,2.99
27 Apr 2019,Superettan 2019,Finished,Brommapojkarna,Halmstad,2,1,2.65,3.40,2.70
27 Apr 2019,Superettan 2019,Finished,Jonkoping,Frej,1,1,1.67,3.80,5.65
27 Apr 2019,Superettan 2019,Finished,Mjallby,Degerfors,1,0,2.66,3.40,2.68
26 Apr 2019,Superettan 2019,Finished,Orgryte,Vasteras SK,0,2,1.66,4.00,5.35
22 Apr 2019,Superettan 2019,Finished,Varberg,Brommapojkarna,3,0,2.35,3.66,3.16
22 Apr 2019,Superettan 2019,Finished,Frej,Oster,3,2,3.86,3.68,1.94
22 Apr 2019,Superettan 2019,Finished,Halmstad,Syrianska,2,2,1.44,4.94,7.50
22 Apr 2019,Superettan 2019,Finished,Vasteras SK,Trelleborg,0,0,2.51,3.50,2.83
21 Apr 2019,Superettan 2019,Finished,Dalkurd,Mjallby,2,1,2.20,3.25,3.64
21 Apr 2019,Superettan 2019,Finished,Norrby,Jonkoping,1,7,3.24,3.25,2.34
20 Apr 2019,Superettan 2019,Finished,Degerfors,Orgryte,1,2,3.26,3.75,2.18
19 Apr 2019,Superettan 2019,Finished,GAIS,Brage,0,3,2.16,3.50,3.44
16 Apr 2019,Superettan 2019,Finished,Oster,Degerfors,1,1,1.80,3.64,4.75
15 Apr 2019,Superettan 2019,Finished,Orgryte,Frej,2,0,1.46,4.75,6.50
15 Apr 2019,Superettan 2019,Finished,Trelleborg,Norrby,1,1,1.97,3.62,4.00
14 Apr 2019,Superettan 2019,Finished,Syrianska,Varberg,1,5,3.50,3.60,2.04
